	Experiment	Kind of Sample	Code Sample	Cell Number	Status	Acquisition Day	Acquisition Hour	Process Date	Filename	Position Index	X Position	Y Position	Height 10%	Height 5%	Ajuste_X_CP_YM	Ajuste_X_CP_CP	Ajuste_X_CP_RRMS	Indentation F80%	Ajuste_Y_CP_YM	Ajuste_Y_CP_RRMS	YM_Fmax0100pN	RMS_Fmax0100pN	YM_Fmax0200pN	RMS_Fmax0200pN	YM_Fmax0300pN	RMS_Fmax0300pN	YM_Fmax0400pN	RMS_Fmax0400pN	YM_Fmax0500pN	RMS_Fmax0500pN	YM_Fmax0600pN	RMS_Fmax0600pN	YM_Fmax0800pN	RMS_Fmax0800pN	YM_Fmax1000pN	RMS_Fmax1000pN	YM_Fmax1200pN	RMS_Fmax1200pN	YM_Fmax1500pN	RMS_Fmax1500pN	Filter Group	MinForce_F0500pN	minPosition_F0500pN	MaxForce_F0500pN	MaxPosition_F0500pN	MinForce_F1000pN	minPosition_F1000pN	MaxForce_F1000pN	MaxPosition_F1000pN	MinForce_F1500pN	minPosition_F1500pN	MaxForce_F1500pN	MaxPosition_F1500pN	MinForce_F3000pN	minPosition_F3000pN	MaxForce_F3000pN	MaxPosition_F3000pN	Planned Height	Segment	Free Hand Segmentation	Generic Segmentation	Height Position	Height by Max	Norm Height	stardist
0	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0000.jpk-qi-series	0	0.00177825	0.00130512	7.08387e-06	7.1414e-06	1361360.0	7.08827e-06	3.75008e-11	-4.20173e-08	1377500.0	2.45937e-11	1625900.0	2.38917e-11	1060910.0	2.39644e-11	1147150.0	2.39803e-11	1243560.0	2.41161e-11	1377500.0	2.45773e-11	1677110.0	2.7145e-11	1966060.0	3.11771e-11	2140960.0	3.34751e-11	2671990.0	4.6374e-11	2938260.0	5.13625e-11	0	1.09842e-12	7.45004e-08	4.833480000000001e-10	-1.8802e-08	1.09842e-12	7.45004e-08	9.64435e-10	-1.91674e-08	1.09842e-12	7.45004e-08	1.4562999999999992e-09	-1.93703e-08	-7.95596e-11	4.340830000000001e-07	1.5679e-09	-1.9599e-08	5.204442501356671e-09	Substrate			3763	-3.247456951001284e-06	0.0282198756533255	0
1	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0001.jpk-qi-series	1	0.00177725	0.00130512	7.087660000000001e-06	7.09203e-06	1630300.0	7.097669999999999e-06	3.54506e-11	-3.77252e-08	10083600.0	2.86786e-11	15667200.0	2.85105e-11	8911110.0	2.85354e-11	9367370.0	2.85784e-11	9343730.0	2.85694e-11	10083600.0	2.86601e-11	10954100.0	2.89197e-11	13201600.0	3.08095e-11	17200400.0	3.79605e-11	17200400.0	3.79605e-11	19555600.0	4.40588e-11	0	5.69693e-13	1.15026e-07	4.5216e-10	-7.42768e-09	5.69693e-13	1.15026e-07	1.25326e-09	-8.25472e-09	5.69693e-13	1.15026e-07	1.46949e-09	-8.438419999999999e-09	-8.013100000000001e-11	4.56889e-07	1.62544e-09	-8.67434e-09	-3.500861478694632e-09	Substrate			4551	-3.2561622549813338e-06	0.0256148707181249	0
2	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0002.jpk-qi-series	2	0.00177625	0.00130512	7.09948e-06	7.10329e-06	1711340.0	7.11033e-06	4.56901e-11	-3.643690000000001e-08	5182140.0	2.75778e-11	6037490.0	2.75563e-11	4922320.0	2.75371e-11	4707100.0	2.75227e-11	4961710.0	2.75214e-11	5182150.0	2.75602e-11	6610140.0	2.98764e-11	6258680.0	2.93303e-11	7250670.0	3.24087e-11	8464110.0	3.93192e-11	10249000.0	5.08277e-11	0	6.92549e-14	6.732080000000001e-08	4.59812e-10	-1.06192e-08	6.92549e-14	6.732080000000001e-08	1.03592e-09	-1.1205e-08	6.92549e-14	6.732080000000001e-08	1.57405e-09	-1.15157e-08	-7.66003e-11	5.01917e-07	1.62901e-09	-1.1529e-08	-4.166587360663371e-09	Substrate			4576	-3.256827980863304e-06	0.0254156566284167	0
3	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0003.jpk-qi-series	3	0.00177525	0.00130511	7.113160000000001e-06	7.116739999999999e-06	1792440.0	7.124130000000001e-06	5.50747e-11	-3.55864e-08	8078050.0	3.04233e-11	13808300.0	2.96104e-11	8185010.0	2.96142e-11	6585910.0	2.96429e-11	6793610.0	2.96392e-11	8078050.0	3.04039e-11	8078050.0	3.04039e-11	9728320.0	3.23289e-11	11551900.0	3.64142e-11	13253600.0	4.15166e-11	15847400.0	5.21147e-11	0	9.14925e-13	8.00149e-08	6.274119999999996e-10	-8.62317e-09	9.14925e-13	8.00149e-08	1.04008e-09	-9.09256e-09	9.14925e-13	8.00149e-08	1.6233699999999995e-09	-9.48959e-09	-8.80189e-11	7.94452e-07	1.6233699999999995e-09	-9.48959e-09	-2.9760438325862003e-09	Substrate			4526	-3.2556374373352264e-06	0.025771918945427	0
4	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0004.jpk-qi-series	4	0.00177425	0.00130511	7.12707e-06	7.13128e-06	1645910.0	7.1377e-06	4.30531e-11	-3.72948e-08	5837250.0	2.97388e-11	13661800.0	2.92856e-11	4736940.0	2.93973e-11	4840470.0	2.93815e-11	5309610.0	2.94435e-11	5837250.0	2.97199e-11	6220840.0	2.99767e-11	7316930.0	3.15254e-11	8485160.0	3.46178e-11	9982600.0	4.07749e-11	10970800.0	4.66637e-11	0	1.06014e-11	4.66201e-08	5.315700000000001e-10	-9.83863e-09	1.06014e-11	4.66201e-08	9.81824e-10	-1.05628e-08	1.06014e-11	4.66201e-08	1.5546600000000003e-09	-1.10947e-08	-7.76161e-11	1.69298e-07	1.60383e-09	-1.1188200000000002e-08	-1.5538658725345171e-09	Substrate			4448	-3.254215259375175e-06	0.026197496342053	0
5	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0005.jpk-qi-series	5	0.00177325	0.00130511	7.1428e-06	7.147130000000003e-06	1606820.0	7.15329e-06	3.36371e-11	-3.79822e-08	7171100.0	2.78874e-11	9270420.0	2.7804e-11	6893970.0	2.77941e-11	6597600.0	2.77657e-11	6562750.0	2.77564e-11	7171100.0	2.78697e-11	7691620.0	2.81516e-11	8995530.0	2.99081e-11	9991570.0	3.2068000000000014e-11	10772000.0	3.48318e-11	14274300.0	5.17405e-11	0	1.61132e-12	9.15639e-09	4.85122e-10	-9.11983e-09	1.61132e-12	9.15639e-09	9.88757e-10	-9.86897e-09	1.61132e-12	9.15639e-09	1.6397899999999992e-09	-1.00379e-08	-8.02325e-11	4.62913e-07	1.6397899999999992e-09	-1.00379e-08	1.6842793192144875e-09	Substrate			4122	-3.250977114183425e-06	0.0271664899837148	0
6	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0006.jpk-qi-series	6	0.00177225	0.0013050999999999	7.157289999999999e-06	7.161669999999997e-06	1592350.0	7.1676e-06	3.48849e-11	-3.84901e-08	28846600.0	3.2859e-11			35485100.0	3.18599e-11	25571300.0	3.193e-11	24591800.0	3.19417e-11	28846600.0	3.28381e-11	28743500.0	3.2847e-11	28846600.0	3.28381e-11	33774300.0	3.48542e-11	38853800.0	3.88602e-11	43456700.0	4.4095e-11	0	9.45611e-12	7.70994e-09	7.821499999999996e-10	-5.1705100000000006e-09	9.45611e-12	7.70994e-09	9.75554e-10	-5.592020000000001e-09	9.45611e-12	7.70994e-09	1.55015e-09	-6.083e-09	-1.01928e-10	4.89947e-07	1.59777e-09	-6.199520000000001e-09	3.6854780017958254e-09	Substrate			3922	-3.2489759155008444e-06	0.0277653355216061	0
7	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0007.jpk-qi-series	7	0.00177125	0.0013050999999999	7.17115e-06	7.174889999999997e-06	1683360.0	7.182560000000003e-06	4.89221e-11	-3.67395e-08	4750980.0	2.69528e-11	6981430.0	2.67772e-11	4404650.0	2.67906e-11	4192670.0	2.67652e-11	4409220.0	2.67913e-11	4750980.0	2.69356e-11	5337940.0	2.74586e-11	6100950.0	2.9083000000000004e-11	7113420.0	3.21351e-11	9563570.0	4.83727e-11	9161340.0	4.5732e-11	0	6.51326e-13	7.09601e-08	4.57024e-10	-1.06614e-08	6.51326e-13	7.09601e-08	9.7971e-10	-1.19842e-08	6.51326e-13	7.09601e-08	1.56941e-09	-1.22608e-08	-8.64011e-11	7.7704e-07	1.56941e-09	-1.22608e-08	5.063845491245008e-09	Substrate			3770	-3.2475975480113948e-06	0.0281778029231768	0
8	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0008.jpk-qi-series	8	0.00177025	0.00130509	7.36003e-06	7.3670100000000015e-06	977447.0	7.37558e-06	5.49459e-11	-4.605869999999999e-08	131576.0	2.93065e-11	115121.0	2.92788e-11	120342.0	2.91954e-11	122742.0	2.90441e-11	125521.0	2.90199e-11	131576.0	2.92852e-11	140119.0	3.00534e-11	158430.0	3.34639e-11	185927.0	4.49884e-11	207157.0	5.48986e-11	207157.0	5.48986e-11	0	5.95226e-13	3.34119e-08	4.670500000000001e-10	-6.430730000000001e-08	5.95226e-13	3.34119e-08	1.27329e-09	-6.81017e-08	5.95226e-13	3.34119e-08	1.54765e-09	-6.8131e-08	-1.09469e-10	6.05832e-07	1.59846e-09	-6.82002e-08	1.814492140962921e-07	Substrate			2416	-3.071212179406348e-06	0.080959963863939	0
9	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0009.jpk-qi-series	9	0.00176925	0.00130509	7.2442499999999984e-06	7.36221e-06	1196570.0	7.21372e-06	6.20351e-11	-4.518099999999999e-08	2780680.0	3.05197e-11	2713690.0	3.03891e-11	2430070.0	3.03552e-11	2456460.0	3.03353e-11	2554540.0	3.03382e-11	2780680.0	3.05026e-11	3208950.0	3.11995e-11	3933960.0	3.41172e-11	4364760.0	3.62319e-11	5274780.0	4.34053e-11	5523550.0	4.64619e-11	0	1.72197e-12	8.37568e-08	4.52843e-10	-1.33723e-08	1.72197e-12	8.37568e-08	9.69809e-10	-1.40643e-08	1.72197e-12	8.37568e-08	1.49987e-09	-1.45517e-08	-8.08873e-11	8.638840000000002e-07	1.60592e-09	-1.46486e-08	5.3178239857353344e-08	Substrate			2802	-3.199483153645287e-06	0.0425757188449091	0
10	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0010.jpk-qi-series	10	0.00176825	0.00130509	7.20471e-06	7.208969999999999e-06	1485260.0	7.21696e-06	4.61558e-11	-3.92067e-08	5413040.0	2.6365e-11	6186150.0	2.62248e-11	4939810.0	2.62199e-11	4892630.0	2.62022e-11	4915950.0	2.61881e-11	5413040.0	2.63483e-11	5777820.0	2.66201e-11	6609180.0	2.76035e-11	7371110.0	2.96417e-11	8093290.0	3.23724e-11	9390770.0	4.05463e-11	0	3.5772e-12	5.37396e-08	4.7841e-10	-1.04535e-08	3.5772e-12	5.37396e-08	9.82778e-10	-1.20711e-08	3.5772e-12	5.37396e-08	1.5783599999999995e-09	-1.31258e-08	-6.64825e-11	8.67675e-07	1.5783599999999995e-09	-1.31258e-08	1.1560000647145219e-09	Substrate			4174	-3.2515053934379263e-06	0.0270084058928789	0
11	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0011.jpk-qi-series	11	0.00176725	0.00130508	7.21145e-06	7.21433e-06	1969520.0	7.223660000000001e-06	9.27548e-11	-3.31717e-08	18546000.0	3.00725e-11	62677100.0	2.89074e-11	20797000.0	2.89808e-11	16415600.0	2.90094e-11	15024600.0	2.90308e-11	18546000.0	3.00534e-11	17939400.0	2.99045e-11	20806300.0	3.14118e-11	23312200.0	3.34537e-11	25095700.0	3.53511e-11	28121900.0	3.92169e-11	0	6.86349e-13	6.07872e-08	6.894119999999996e-10	-6.06892e-09	6.86349e-13	6.07872e-08	1.07704e-09	-6.917560000000001e-09	6.86349e-13	6.07872e-08	1.51877e-09	-7.78307e-09	-8.25967e-11	8.552169999999998e-07	1.51877e-09	-7.78307e-09	-4.596686562363779e-09	Substrate			4590	-3.2572580800650035e-06	0.0252869522723571	0
12	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0012.jpk-qi-series	12	0.00176625	0.00130508	7.23204e-06	7.235700000000003e-06	1678540.0	7.24355e-06	5.00329e-11	-3.66445e-08	5397610.0	2.7589000000000013e-11	8137590.0	2.74168e-11	4818250.0	2.74552e-11	4781970.0	2.74297e-11	4975610.0	2.74379e-11	5397610.0	2.75715e-11	5636010.0	2.77152e-11	6252650.0	2.85705e-11	9027350.0	4.3685e-11	8356910.0	4.00845e-11	8568940.0	4.08515e-11	0	5.1813699999999986e-12	7.75753e-09	5.28514e-10	-1.07979e-08	5.1813699999999986e-12	7.75753e-09	1.56028e-09	-1.19356e-08	5.1813699999999986e-12	7.75753e-09	1.56028e-09	-1.19356e-08	-7.78566e-11	4.922429999999999e-07	1.56028e-09	-1.19356e-08	3.509230860216878e-09	Substrate			3942	-3.249152162642424e-06	0.0277125947241933	0
13	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0013.jpk-qi-series	13	0.00176525	0.00130508	7.24671e-06	7.2507100000000014e-06	1619520.0	7.2580600000000015e-06	4.62949e-11	-3.75298e-08	3945330.0	2.58247e-11	6270310.0	2.56823e-11	3665640.0	2.56942e-11	3517130.0	2.56837e-11	3649620.0	2.56756e-11	3945330.0	2.58083e-11	4161940.0	2.59932e-11	4587950.0	2.68574e-11	5208060.0	2.95153e-11	6406970.0	3.87032e-11	7107580.0	4.58808e-11	0	9.64889e-12	6.48078e-08	4.88467e-10	-1.23536e-08	9.64889e-12	6.48078e-08	1.0169e-09	-1.36079e-08	9.64889e-12	6.48078e-08	1.49618e-09	-1.39015e-08	-8.39391e-11	5.37529e-07	1.5407699999999992e-09	-1.40691e-08	5.6896434438281355e-09	Substrate			3719	-3.246971750058812e-06	0.0283650688427418	0
14	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0014.jpk-qi-series	14	0.00176425	0.00130507	7.26347e-06	7.2687699999999985e-06	1541320.0	7.27312e-06	2.96853e-11	-3.858930000000001e-08	4013030.0	2.87316e-11	6723840.0	2.85625e-11	3652500.0	2.85694e-11	3513240.0	2.85576e-11	3758340.0	2.85839e-11	4013030.0	2.87134e-11	4404640.0	2.92711e-11	4963110.0	3.04859e-11	5623090.0	3.31937e-11	6849490.0	4.05328e-11	7845360.0	4.80405e-11	0	2.15088e-12	9.92247e-08	4.760430000000001e-10	-1.17657e-08	2.15088e-12	9.92247e-08	1.03038e-09	-1.26241e-08	2.15088e-12	9.92247e-08	1.44981e-09	-1.29939e-08	-8.7106e-11	5.21483e-07	1.50073e-09	-1.30637e-08	9.957605072106392e-09	Substrate			3477	-3.242703788430534e-06	0.0296422282768511	0
15	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0015.jpk-qi-series	15	0.00176325	0.00130507	7.2739e-06	7.27813e-06	1586220.0	7.285219999999997e-06	4.37044e-11	-3.73772e-08	8937930.0	2.82901e-11	14435900.0	2.82537e-11	8710640.0	2.82617e-11	8341080.0	2.82415e-11	8517270.0	2.82259e-11	8937930.0	2.82721e-11	9120740.0	2.83396e-11	10908200.0	3.04897e-11	10908200.0	3.04897e-11	12136100.0	3.35093e-11	13778800.0	3.94223e-11	0	1.3980799999999998e-12	4.4747e-08	5.556849999999996e-10	-8.84471e-09	1.3980799999999998e-12	4.4747e-08	9.90461e-10	-9.84153e-09	1.3980799999999998e-12	4.4747e-08	1.48134e-09	-1.08263e-08	-6.53259e-11	5.475730000000001e-07	1.48134e-09	-1.08263e-08	7.899135405284192e-09	Substrate			3586	-3.244762258097356e-06	0.0290262447737684	0
16	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0016.jpk-qi-series	16	0.00176225	0.00130507	7.283919999999999e-06	7.28783e-06	1776330.0	7.293830000000003e-06	3.56049e-11	-3.60494e-08	15548100.0	2.96957e-11	19628100.0	2.96655e-11	15090900.0	2.9642e-11	14501200.0	2.9622e-11	14801600.0	2.96177e-11	15548100.0	2.96769e-11	16499200.0	2.98007e-11	19627000.0	3.11898e-11	20916200.0	3.22881e-11	24833600.0	3.85203e-11	27331700.0	4.32623e-11	0	7.64586e-12	3.95683e-09	4.73809e-10	-6.05834e-09	7.64586e-12	3.95683e-09	9.74624e-10	-6.88925e-09	7.64586e-12	3.95683e-09	1.509e-09	-7.19524e-09	-9.25311e-11	1.98662e-07	1.509e-09	-7.19524e-09	5.432896206178076e-09	Substrate			3737	-3.247228497296462e-06	0.0282882389212698	0
17	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0017.jpk-qi-series	17	0.00176125	0.00130506	7.2933800000000015e-06	7.29683e-06	1787580.0	7.304479999999999e-06	4.56593e-11	-3.52182e-08	25318500.0	2.61938e-11	45787900.0	2.60816e-11	23607200.0	2.61134e-11	23074600.0	2.60908e-11	23655100.0	2.60794e-11	25318500.0	2.61772e-11	27485100.0	2.64503e-11	30613100.0	2.69589e-11	31670100.0	2.71942e-11	33464600.0	2.81209e-11	37507200.0	3.21733e-11	0	3.78796e-12	3.22908e-09	4.86862e-10	-4.81521e-09	3.78796e-12	3.22908e-09	9.54326e-10	-6.179319999999999e-09	3.78796e-12	3.22908e-09	1.47056e-09	-6.78244e-09	-9.21431e-11	8.51217e-07	1.47056e-09	-6.78244e-09	2.404213724055097e-09	Substrate			4039	-3.250257179778585e-06	0.0273819256172007	0
18	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0018.jpk-qi-series	18	0.00176025	0.00130506	7.307989999999999e-06	7.31199e-06	1791870.0	7.317769999999997e-06	3.26944e-11	-3.50512e-08	20458300.0	2.60408e-11	35808400.0	2.57245e-11	19462100.0	2.58004e-11	18532800.0	2.5796e-11	18625300.0	2.57802e-11	20458300.0	2.60243e-11	20458300.0	2.60243e-11	21858100.0	2.65397e-11	26291600.0	2.95256e-11	27631200.0	3.091e-11	31535600.0	3.64916e-11	0	7.59358e-12	1.88407e-09	6.20485e-10	-5.879489999999999e-09	7.59358e-12	1.88407e-09	1.07294e-09	-6.61809e-09	7.59358e-12	1.88407e-09	1.4374999999999992e-09	-6.995140000000001e-09	-7.73482e-11	5.13367e-07	1.4374999999999992e-09	-6.995140000000001e-09	4.526435651337829e-09	Substrate			3829	-3.2481349578513024e-06	0.028016986564737	0
19	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0019.jpk-qi-series	19	0.00175925	0.00130506	7.318610000000001e-06	7.32283e-06	1677130.0	7.328889999999999e-06	3.69154e-11	-3.61884e-08	7365240.0	2.70288e-11	10963700.0	2.68645e-11	6688980.0	2.68716e-11	6449990.0	2.68622e-11	6845210.0	2.68885e-11	7365240.0	2.70117e-11	7928010.0	2.71624e-11	10245300.0	3.13528e-11	9897460.0	3.03535e-11	10975700.0	3.38386e-11	12829300.0	4.23096e-11	0	2.9277400000000002e-12	1.61205e-08	4.66921e-10	-8.7204e-09	2.9277400000000002e-12	1.61205e-08	9.85881e-10	-1.0164e-08	2.9277400000000002e-12	1.61205e-08	1.4648e-09	-1.04978e-08	-8.71859e-11	8.733e-07	1.4648e-09	-1.04978e-08	2.6513036267182502e-09	Substrate			4008	-3.250010089875922e-06	0.0274558656447231	0
20	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0020.jpk-qi-series	20	0.00175825	0.00130505	7.33056e-06	7.335499999999999e-06	1448630.0	7.3414199999999986e-06	3.25495e-11	-3.86552e-08	2724750.0	2.66712e-11	3450250.0	2.62578e-11	2555520.0	2.62341e-11	2321020.0	2.6234e-11	2490240.0	2.63498e-11	2724750.0	2.66544e-11	2964520.0	2.71698e-11	3481050.0	2.9194000000000007e-11	4139770.0	3.3512e-11	4534860.0	3.65025e-11	5152700.0	4.38051e-11	0	6.81935e-12	3.04168e-08	4.970640000000001e-10	-1.39744e-08	6.81935e-12	3.04168e-08	1.09795e-09	-1.58806e-08	6.81935e-12	3.04168e-08	1.44953e-09	-1.6470200000000002e-08	-6.27578e-11	2.13815e-07	1.44953e-09	-1.6470200000000002e-08	2.112123690364445e-09	Substrate			4072	-3.250549269812276e-06	0.0272945195965689	0
21	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0021.jpk-qi-series	21	0.00175725	0.00130505	7.337360000000003e-06	7.3412800000000015e-06	1820060.0	7.34686e-06	3.25447e-11	-3.49358e-08	24509600.0	2.81353e-11	43070300.0	2.80479e-11	23084800.0	2.80508e-11	23363700.0	2.80333e-11	23620700.0	2.80168e-11	24509600.0	2.81176e-11	25207900.0	2.81959e-11	28407700.0	2.94092e-11	37594900.0	4.0309e-11	33765700.0	3.472699999999998e-11	37535800.0	4.03025e-11	0	3.72157e-12	5.01471e-09	5.61821e-10	-5.3498100000000006e-09	3.72157e-12	5.01471e-09	1.45643e-09	-6.13033e-09	3.72157e-12	5.01471e-09	1.45643e-09	-6.13033e-09	-8.26618e-11	5.31668e-07	1.45643e-09	-6.13033e-09	-3.570085865884581e-09	Substrate			4554	-3.2562314793685248e-06	0.0255941557757542	0
22	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0022.jpk-qi-series	22	0.00175625	0.00130505	7.3531399999999985e-06	7.357260000000001e-06	1789100.0	7.362539999999999e-06	3.05862e-11	-3.4388e-08	7790570.0	2.2444e-11	9420450.0	2.22017e-11	7207130.0	2.22189e-11	7018070.0	2.22008e-11	7420190.0	2.22816e-11	7790570.0	2.24298e-11	8621860.0	2.31064e-11	10118200.0	2.51334e-11	12086200.0	2.99639e-11	13195100.0	3.36366e-11	14674900.0	3.92542e-11	0	3.50842e-12	1.0263e-08	4.770649999999996e-10	-8.35443e-09	3.50842e-12	1.0263e-08	1.0874e-09	-9.23624e-09	3.50842e-12	1.0263e-08	1.38923e-09	-9.7286e-09	-6.69739e-11	5.3441e-07	1.38923e-09	-9.7286e-09	-2.7733767262703816e-10	Substrate			4359	-3.252938731175267e-06	0.0265794890063301	0
23	QI-Mode-WT-ControlvsAng	WT	860090	Cell-5	Control	2021.06.30	10.31.14.837	2021.07.27-20.55.36	860090_Control_Cell_5_F2nN_ZL2000nm_ZS79umps_1umppx_qi-data-2021.06.30-10.31.14.837_0023.jpk-qi-series	23	0.00175525	0.00130504	7.36265e-06	7.3665199999999985e-06	1861850.0	7.372369999999999e-06	3.89046e-11	-3.40736e-08	12896500.0	2.58513e-11	21953400.0	2.57124e-11	12140900.0	2.57349e-11	11496600.0	2.572300000000001e-11	12057900.0	2.57192e-11	12896500.0	2.5835000000000004e-11	14204100.0	2.63771e-11	15532600.0	2.74523e-11	18364300.0	3.04155e-11	20897200.0	3.47078e-11	23761700.0	4.06723e-11	0	4.5058e-12	4.46057e-08	4.94426e-10	-6.8061099999999985e-09	4.5058e-12	4.46057e-08	9.65019e-10	-7.28436e-09	4.5058e-12	4.46057e-08	1.4282800000000002e-09	-7.8769e-09	-6.78072e-11	9.50506e-07	1.4282800000000002e-09	-7.8769e-09	-3.261653368121319e-09	Substrate			4540	-3.2559230468707617e-06	0.0256864521712266	0
